date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2022-08-14,36.9625,22.991666666666664,334.4583333333333,19.966666666666665,5.875,48.041666666666664,0.31666666666666665,9.5,1.4458333333333335,58.5,33.75
2022-08-15,34.00416666666667,20.729166666666668,325.0,16.974999999999998,4.9750000000000005,70.25,0.34874999999999995,10.791666666666666,1.4479166666666667,75.625,55.625
2022-08-16,22.116666666666664,13.479166666666666,250.83333333333334,13.258333333333333,5.9624999999999995,55.083333333333336,0.25958333333333333,8.75,0.8125,62.0,35.333333333333336
2022-08-17,15.2875,8.55,187.16666666666666,12.633333333333333,4.7625,45.541666666666664,0.12916666666666668,7.916666666666667,1.0520833333333333,38.875,22.291666666666668
2022-08-18,27.03333333333333,14.6,203.83333333333334,12.654166666666667,4.733333333333333,52.166666666666664,0.24916666666666668,16.125,1.9958333333333333,48.083333333333336,26.25
2022-08-19,27.787499999999998,16.716666666666665,253.33333333333334,16.591666666666665,3.9375,46.791666666666664,0.24958333333333335,10.666666666666666,1.5687499999999999,58.333333333333336,32.125
2022-08-20,47.5375,27.870833333333334,424.2916666666667,24.104166666666668,6.583333333333333,46.833333333333336,0.38166666666666665,20.083333333333332,2.0812500000000003,65.83333333333333,39.916666666666664
2022-08-21,51.39166666666667,28.233333333333334,399.7083333333333,20.20416666666667,5.2875000000000005,53.083333333333336,0.44375000000000003,27.916666666666668,1.4354166666666668,96.04166666666667,66.875
2022-08-22,36.766666666666666,21.766666666666666,265.8333333333333,13.420833333333333,4.095833333333333,78.58333333333333,0.46541666666666665,17.375,1.6458333333333333,72.20833333333333,50.583333333333336
2022-08-23,32.88333333333333,15.791666666666666,219.41666666666666,10.987499999999999,6.479166666666667,59.541666666666664,0.31124999999999997,30.083333333333332,0.9083333333333333,66.33333333333333,40.625
2022-08-24,32.854166666666664,17.679166666666667,233.41666666666666,16.154166666666665,6.55,47.791666666666664,0.33166666666666667,20.166666666666668,1.7562499999999999,54.333333333333336,30.875
2022-08-25,62.3125,35.24583333333333,421.0833333333333,28.2,7.395833333333333,45.75,0.47875,28.833333333333332,2.002083333333333,84.95833333333333,60.083333333333336
2022-08-26,45.5875,23.695833333333336,278.375,16.479166666666668,3.658333333333333,55.583333333333336,0.41958333333333336,30.666666666666668,2.0145833333333334,88.79166666666667,64.16666666666667
2022-08-27,51.0375,23.254166666666666,221.625,12.362499999999999,3.8041666666666667,60.833333333333336,0.4175,47.916666666666664,2.1395833333333334,71.41666666666667,53.125
2022-08-28,54.05833333333334,26.525000000000002,274.25,15.950000000000001,3.9499999999999997,54.75,0.49,43.291666666666664,1.8229166666666667,75.95833333333333,60.958333333333336
2022-08-29,62.4625,33.887499999999996,383.2916666666667,24.145833333333332,5.520833333333333,53.125,0.4970833333333333,36.416666666666664,1.8958333333333333,86.625,63.5
2022-08-30,70.14999999999999,41.4375,519.2083333333334,32.65,7.170833333333333,55.583333333333336,0.55875,27.708333333333332,1.7645833333333334,107.79166666666667,70.95833333333333
2022-08-31,47.125,27.59583333333333,367.2916666666667,22.833333333333332,5.641666666666667,57.958333333333336,0.405,18.416666666666668,1.9729166666666667,103.29166666666667,69.41666666666667
2022-09-01,49.6625,28.316666666666666,385.875,22.325,6.7250000000000005,63.875,0.39041666666666663,21.208333333333332,2.1437500000000003,77.375,58.416666666666664
2022-09-02,47.87083333333334,28.145833333333332,391.75,25.95,6.0874999999999995,55.5,0.3741666666666667,18.5,2.129166666666667,89.54166666666667,64.625
2022-09-03,33.75416666666667,19.020833333333332,267.0416666666667,14.183333333333332,4.5375000000000005,63.791666666666664,0.25,15.958333333333334,2.1770833333333335,76.41666666666667,56.291666666666664
2022-09-04,29.59583333333333,14.966666666666667,222.0,11.254166666666668,3.6833333333333336,56.333333333333336,0.20458333333333334,21.083333333333332,2.0875,58.833333333333336,33.166666666666664
2022-09-05,40.65,20.9875,325.5,17.599999999999998,5.2875000000000005,53.625,0.22833333333333336,27.291666666666668,1.9645833333333333,56.916666666666664,33.583333333333336
2022-09-06,52.8125,30.90416666666667,466.5833333333333,29.275000000000002,7.279166666666666,62.291666666666664,0.32208333333333333,21.375,1.9708333333333332,78.0,57.833333333333336
2022-09-07,79.41666666666667,50.375,733.4166666666666,44.25833333333333,11.375,67.54166666666667,0.36166666666666664,18.041666666666668,1.9729166666666667,122.58333333333333,75.625
2022-09-08,89.97083333333335,56.725,697.4166666666666,45.487500000000004,12.4375,84.33333333333333,0.47708333333333336,22.208333333333332,1.7958333333333334,147.75,84.83333333333333
2022-09-09,88.3625,57.087500000000006,529.0416666666666,25.96666666666667,10.158333333333333,105.95833333333333,0.7566666666666667,19.041666666666668,1.7458333333333333,146.0,82.875
2022-09-10,66.83333333333333,45.57083333333333,444.6666666666667,17.5625,6.3500000000000005,95.125,0.7966666666666667,5.25,1.6333333333333335,140.70833333333334,81.54166666666667
2022-09-11,54.40416666666667,35.483333333333334,399.125,15.070833333333333,5.504166666666666,89.625,0.6491666666666667,10.541666666666666,1.6541666666666668,117.91666666666667,74.16666666666667
2022-09-12,43.04583333333333,25.295833333333334,356.125,12.120833333333332,6.383333333333333,91.95833333333333,0.3720833333333333,19.708333333333332,1.9895833333333333,86.625,63.208333333333336
2022-09-13,32.9875,15.870833333333332,256.6666666666667,8.245833333333334,5.575,83.45833333333333,0.2558333333333333,29.625,1.7541666666666667,67.70833333333333,47.375
2022-09-14,28.7375,15.479166666666666,288.6666666666667,10.008333333333333,6.7625,80.25,0.26999999999999996,19.625,1.0708333333333333,56.625,35.166666666666664
2022-09-15,32.27916666666667,19.650000000000002,398.0416666666667,18.758333333333333,6.454166666666667,70.5,0.33083333333333337,12.458333333333334,1.3833333333333335,57.625,37.791666666666664
2022-09-16,63.1,38.550000000000004,487.0,26.141666666666666,7.366666666666667,74.33333333333333,0.6729166666666666,22.416666666666668,1.5541666666666665,90.70833333333333,62.416666666666664
2022-09-17,48.79583333333333,25.65416666666667,280.125,15.112499999999999,4.620833333333334,69.79166666666667,0.47125,29.625,1.8624999999999998,92.91666666666667,65.625
2022-09-18,52.199999999999996,26.400000000000002,298.375,16.608333333333334,5.020833333333333,69.04166666666667,0.40375,34.458333333333336,1.8479166666666667,76.5,57.333333333333336
2022-09-19,57.775,31.420833333333334,340.0833333333333,21.158333333333335,5.7875000000000005,75.45833333333333,0.43625,30.708333333333332,1.8229166666666667,84.45833333333333,62.5
2022-09-20,83.35000000000001,52.22083333333333,472.9166666666667,25.325,9.158333333333333,86.0,0.6033333333333334,22.541666666666668,1.7020833333333334,123.75,75.91666666666667
2022-09-21,87.2625,57.387499999999996,543.5,23.258333333333336,12.3375,92.25,0.7233333333333333,14.541666666666666,1.5083333333333335,150.66666666666666,86.625
2022-09-22,41.670833333333334,28.233333333333334,436.75,15.041666666666666,10.166666666666666,80.625,0.45208333333333334,3.5833333333333335,0.39166666666666666,112.125,72.20833333333333
2022-09-23,22.625,15.533333333333333,419.2916666666667,18.183333333333334,3.891666666666666,75.20833333333333,0.24208333333333334,1.125,0.4166666666666667,66.75,44.291666666666664
2022-09-24,48.112500000000004,26.491666666666664,379.1666666666667,18.079166666666666,5.175,68.83333333333333,0.545,28.291666666666668,1.3104166666666666,69.25,47.166666666666664
2022-09-25,48.95416666666667,24.45,322.75,20.3125,5.945833333333333,57.708333333333336,0.4770833333333333,34.5,1.6270833333333332,72.41666666666667,51.791666666666664
2022-09-26,59.14166666666667,35.516666666666666,446.5,28.916666666666668,7.666666666666667,53.791666666666664,0.39125000000000004,19.083333333333332,1.7,98.5,67.58333333333333
2022-09-27,75.73333333333333,46.32916666666667,669.9583333333334,38.2875,11.004166666666668,48.125,0.29041666666666666,21.375,1.73125,110.91666666666667,71.79166666666667
2022-09-28,67.89999999999999,41.50833333333333,637.4583333333334,38.795833333333334,9.075000000000001,48.5,0.27291666666666664,19.458333333333332,1.76875,120.70833333333333,75.08333333333333
2022-09-29,60.70416666666667,36.666666666666664,598.1666666666666,31.03333333333333,8.674999999999999,51.916666666666664,0.26833333333333337,19.541666666666668,1.8020833333333333,104.45833333333333,69.95833333333333
2022-09-30,68.81666666666666,43.69166666666666,761.3333333333334,35.354166666666664,10.725,51.916666666666664,0.24749999999999997,14.958333333333334,1.85625,115.33333333333333,73.33333333333333
2022-10-01,48.4375,28.6875,482.5833333333333,27.266666666666666,7.245833333333334,56.041666666666664,0.23750000000000002,18.583333333333332,1.7708333333333333,110.66666666666667,71.83333333333333
2022-10-02,37.99583333333333,19.633333333333333,326.25,20.662499999999998,5.095833333333333,52.583333333333336,0.18083333333333332,25.916666666666668,1.8770833333333334,64.83333333333333,40.375
2022-10-03,40.704166666666666,22.462500000000002,432.5833333333333,24.075,6.0125,48.416666666666664,0.13958333333333334,22.416666666666668,1.7708333333333333,66.625,40.125
2022-10-04,58.00416666666666,35.266666666666666,547.875,31.9375,7.666666666666667,57.958333333333336,0.24416666666666667,20.0,1.8166666666666667,96.0,66.16666666666667
2022-10-05,69.90416666666667,43.46666666666667,459.0416666666667,23.90833333333333,10.745833333333332,89.79166666666667,0.43916666666666665,21.541666666666668,1.5458333333333334,105.79166666666667,69.66666666666667
2022-10-06,70.87083333333334,46.916666666666664,535.25,23.329166666666666,13.2875,96.04166666666667,0.41083333333333333,11.208333333333334,1.5020833333333332,136.58333333333334,79.54166666666667
